LICENCE_NO,AREA_CODE,AREA_NAME,AREA_DESCRIPTION
11204111,AP_11204111_5427,MA3-40,"NT5L8ID, NT5L8IE, NT5L8IG, NT5L8IH, NT5L8II, NT5L8IJ, NT5L8IK, NT5L8IL"
11204111,AP_11204111_5425,MA3-38,"NT5P6HD, NT5P6HE, NT5P6HF, NT5P6HG, NT5P6HH, NT5P6HI, NT5P6HJ, NT5P6HK, NT5P6HL, NT5P6MA, NT5P6MB, NT5P6ME"
11204111,AP_11204111_5416,MA3-29,"NT9A3UE, NT9A3UF, NT9A3UH, NT9A3UI, NT9A3UK, NT9A3UL, NT9A3VD, NT9A3VG, NT9A3VJ, NT9A6AB, NT9A6AC, NT9A6AE, NT9A6AF"
11204111,AP_11204111_5392,MA3-5,"NT7K9CF, NT7K9CH, NT7K9CI, NT7K9CK, NT7K9CL, NT7K9DD, NT7K9DG, NT7K9DJ, NT7K9HB, NT7K9HC, NT7K9HE, NT7K9HF, NT7K9HI, NT7K9IA"
11204111,AP_11204111_5373,MA2-74,"NT8O7RH, NT8O7RI, NT8O7RJ, NT8O7RK, NT8O7RL, NT8O7SJ, NT8O7WB, NT8O7WC, NT8O7WD, NT8O7WE, NT8O7WF, NT8O7WG, NT8O7WH, NT8O7WI, NT8O7XA"
11204111,AP_11204111_5362,MA2-63,"NU3G7VL, NU3G7WJ, NU3K1BB, NU3K1BC, NU3K1BE, NU3K1BF, NU3K1BI, NU3K1CA, NU3K1CD, NU3K1CG"
11204111,AP_11204111_5232,MA26,"LX1N9EK, LX1N9EL, LX1N9JA, LX1N9JB, LX1N9JC, LX1N9JD, LX1N9JE, LX1N9JF, LX1N9JG, LX1N9JH, LX1N9JI, LX1N9JJ, LX1N9JK"
11204111,AP_11204111_5211,MA5,"LX4E4WK, LX4E4WL, LX4E4XJ, LX4E7CB, LX4E7CC, LX4E7CE, LX4E7CF, LX4E7DA, LX4E7DD"
11204111,AP_11204111_5207,MA1,"LX4J1EK, LX4J1EL, LX4J1JB, LX4J1JC, LX4J1JE, LX4J1JF, LX4J1JH, LX4J1JI, LX4J2AJ, LX4J2FA, LX4J2FD, LX4J2FG"
11204111,AP_11204111_5409,MA3-22,"NT8E5IJ, NT8E5IK, NT8E5NA, NT8E5NB, NT8E5ND, NT8E5NE, NT8E5NF, NT8E5NG, NT8E5NH"
11204111,AP_11204111_5407,MA3-20,"NT8F6TC, NT8F6TE, NT8F6TF, NT8F6TH, NT8F6TI, NT8F6TL, NT8G4PA, NT8G4PD, NT8G4PE, NT8G4PG, NT8G4PH, NT8G4PJ, NT8G4PK"
11204111,AP_11204111_5398,MA3-11,"NT8J1QB, NT8J1QC, NT8J1QD, NT8J1QE, NT8J1QF, NT8J1QG, NT8J1QH, NT8J1QI, NT8J1QJ, NT8J1QK, NT8J1QL, NT8J1RD, NT8J1RG, NT8J1VB, NT8J1VC"
11204111,AP_11204111_5378,MA2-79,"NT8O9CC, NT8O9CE, NT8O9CF, NT8O9CH, NT8O9CI, NT8O9CK, NT8O9CL, NT8O9DA, NT8O9DD, NT8O9DG, NT8O9DJ, NT8O9HB, NT8O9HC, NT8O9HF"
11204111,AP_11204111_5377,MA2-78,"NT7P7DK"
11204111,AP_11204111_5360,MA2-61,"NU3J9BE, NU3J9BF, NU3J9BH, NU3J9BI, NU3J9BL, NU3J9CA, NU3J9CD, NU3J9CE, NU3J9CG, NU3J9CJ"
11204111,AP_11204111_5353,MA2-54,"NU9A6GH, NU9A6GI, NU9A6GJ, NU9A6GK, NU9A6GL, NU9A6LA, NU9A6LB, NU9A6LC"
11204111,AP_11204111_5350,MA2-51,"NU9E5AJ, NU9E5AK, NU9E5AL, NU9E5FA, NU9E5FB, NU9E5FC, NU9E5FD, NU9E5FE, NU9E5FF, NU9E5FG, NU9E5FH, NU9E5FJ, NU9E5FK"
11204111,AP_11204111_5410,MA3-23,"NT8E4IC, NT8E4IF, NT8E4II, NT8E4IK, NT8E4IL, NT8E4JA, NT8E4JB, NT8E4JD, NT8E4JE, NT8E4JG, NT8E4JH, NT8E4JJ, NT8E4NB, NT8E4NC, NT8E4OA"
11204111,AP_11204111_5405,MA3-18,"NT8G7OH, NT8G7OI, NT8G7OK, NT8G7OL, NT8G7TB, NT8G7TC, NT8G7TE, NT8G7TF, NT8G7TH, NT8G7TI, NT8G8KG, NT8G8KJ, NT8G8PA"
11204111,AP_11204111_5400,MA3-13,"NT8L1MF, NT8L1ML, NT8L1NA, NT8L1NB, NT8L1ND, NT8L1NE, NT8L1NG, NT8L1NH, NT8L1NI, NT8L1NJ, NT8L1NK, NT8L1RC, NT8L1SA, NT8L1SB"
11204111,AP_11204111_5347,MA2-48,"NV2H8HI, NV2H8HK, NV2H8HL, NV2H8IG, NV2H8IH, NV2H8IJ, NV2H8IK, NV2H8MB, NV2H8MC, NV2H8ME, NV2H8MF, NV2H8MI, NV2H8NA, NV2H8ND"
11204111,AP_11204111_5345,MA2-46,"NV5C1QH, NV5C1QI, NV5C1QJ, NV5C1QK, NV5C1QL, NV5C1VA, NV5C1VB, NV5C1VC, NV5C1VD, NV5C1VE, NV5C1VF, NV5C1VH, NV5C1WA"
11204111,AP_11204111_5389,MA3-2,"NT7K8MI, NT7K8MK, NT7K8ML, NT7K8NG, NT7K8NJ, NT7K8RB, NT7K8RC, NT7K8RE, NT7K8RF, NT7K8RH, NT7K8RI, NT7K8RL, NT7K8SA, NT7K8SB, NT7K8SD"
11204111,AP_11204111_5380,MA2-81,"NT7P5IC, NT7P5IE, NT7P5IF, NT7P5II, NT7P5JA, NT7P5JB, NT7P5JD, NT7P5JE, NT7P5JG, NT7P5JH"
11204111,AP_11204111_5379,MA2-80,"NT9N5NK, NT9N5RC, NT9N5RF, NT9N5RI, NT9N5RL, NT9N5SA, NT9N5SB, NT9N5SD, NT9N5SE, NT9N5SG, NT9N5SH, NT9N5SJ, NT9N5SK, NT9N5XA"
11204111,AP_11204111_5343,MA2-44,"NV5I4VI, NV5I4VL, NV5I4WB, NV5I4WD, NV5I4WE, NV5I4WG, NV5I4WH, NV5I4WI, NV5I4WJ, NV5I4WK, NV5I7BC, NV5I7CA, NV5I7CD"
11204111,AP_11204111_5342,MA2-43,"NV4L6WA, NV4L6WB, NV4L6WC, NV4L6WD, NV4L6WE, NV4L6WF, NV4L6WH, NV4L6WI, NV4L6XD"
11204111,AP_11204111_5341,MA2-42,"NV4J5UE, NV4J5UF, NV4J5UH, NV4J5UI, NV4J5UK, NV4J5UL, NV4J5VD, NV4J5VG, NV4J5VJ"
11204111,AP_11204111_5335,MA2-36,"NV4I8UL, NV4I8VG, NV4I8VH, NV4I8VJ, NV4I8VK, NV4I8VL, NV4M2AC, NV4M2AF, NV4M2BA, NV4M2BB, NV4M2BC, NV4M2BD, NV4M2BE"
11204111,AP_11204111_5334,MA2-35,"NV5M1DL, NV5M1EJ, NV5M1EK, NV5M1IC, NV5M1IF, NV5M1II, NV5M1IL, NV5M1JA, NV5M1JB, NV5M1JD, NV5M1JE, NV5M1JG, NV5M1JJ"
11204111,AP_11204111_5329,MA2-30,"NV4N2UL, NV4N2VJ, NV4N2VK, NV4N5AC, NV4N5BA, NV4N5BB, NV4N5BD"
11204111,AP_11204111_5319,MA2-20,"MV8G4YK, MV8G4YL, MV8G5UJ, MV8G7EB, MV8G7EC, MV8G7EE, MV8G7EF, MV8G7EG, MV8G7EH, MV8G7EI, MV8G7EK, MV8G8AA, MV8G8AD"
11204111,AP_11204111_5300,MA2-1,"MV9J9RD, MV9J9RE, MV9J9RF, MV9J9RG, MV9J9RH, MV9J9RI, MV9J9RJ, MV9J9RK, MV9J9RL, MV9J9WA, MV9J9WB, MV9J9WC, MV9J9WD, MV9J9WE, MV9J9WH"
11204111,AP_11204111_5327,MA2-28,"NV7C1TI, NV7C1TL, NV7C2PD, NV7C2PG, NV7C1TE, NV7C1TF, NV7C1TH"
11204111,AP_11204111_5326,MA2-27,"NV7C4FH, NV7C4FI, NV7C4FK, NV7C4FL, NV7C4GG, NV7C4GJ, NV7C4KB, NV7C4KC, NV7C4KE, NV7C4KF, NV7C4KH, NV7C4KI, NV7C4LA"
11204111,AP_11204111_5298,MA92,"MV9L9TL, MV9L9YC, MV9L9YF, NV7I7PG, NV7I7PH, NV7I7PJ, NV7I7PK, NV7I7UA, NV7I7UB, NV7I7UC, NV7I7UD, NV7I7UE"
11204111,AP_11204111_5324,MA2-25,"NV7B8FF, NV7B8FI, NV7B8GA, NV7B8GD, NV7B8GE, NV7B8GF, NV7B8GG, NV7B8GH, NV7B8GI, NV7B8GK"
11204111,AP_11204111_5444,MA3-57,"NS8M9AI, NS8M9AL, NS8M9BG, NS8M9BH, NS8M9BJ, NS8M9BK, NS8M9FC, NS8M9FF, NS8M9FI, NS8M9GA, NS8M9GB, NS8M9GD, NS8M9GG"
11204111,AP_11204111_5424,MA3-37,"NT5O4OF, NT5O4OI, NT5O5KA, NT5O5KB, NT5O5KD, NT5O5KE, NT5O5KG, NT5O5KH"
11204111,AP_11204111_5406,MA3-19,"NT7G9CL, NT7G9DJ, NT7G9DK, NT7G9HC, NT7G9HF, NT7G9IA, NT7G9IB, NT7G9ID, NT7G9IE"
11204111,AP_11204111_5402,MA3-15,"NT7H7SF, NT7H7SH, NT7H7SI, NT7H7SK, NT7H7SL, NT7H7TG, NT7H7TJ, NT7H7XB, NT7H7XC, NT7H7YA"
11204111,AP_11204111_5401,MA3-14,"NT7K2DE, NT7K2DF, NT7K2DG, NT7K2DH, NT7K2DI, NT7K2DJ, NT7K2DK, NT7K2DL, NT7K2EG, NT7K2EJ, NT7K2IB"
11204111,AP_11204111_5397,MA3-10,"NT9I5AL, NT9I5BA, NT9I5BB, NT9I5BD, NT9I5BE, NT9I5BG, NT9I5BH, NT9I5BI, NT9I5BJ, NT9I5BK, NT9I5FC, NT9I5GA, NT9I5GB, NT9I5GD, NT9I5AF, NT9I5AI"
11204111,AP_11204111_5376,MA2-77,"NT8O8GF, NT8O8GI, NT8O8HA, NT8O8HD, NT8O8HE, NT8O8HG, NT8O8HH, NT8O8HJ, NT8O8HK"
11204111,AP_11204111_5368,MA2-69,"NU3A2XL, NU3A2YG, NU3A2YH, NU3A2YJ, NU3A2YK, NU3A2YL, NU3A5DC, NU3A5DF, NU3A5DI, NU3A5EA, NU3A5EB, NU3A5EC, NU3A5ED, NU3A5EE, NU3A5EG, NU3A5EH"
11204111,AP_11204111_5359,MA2-60,"NU3J7EG, NU3J7EJ, NU3J7EK, NU3J7JA, NU3J7JB, NU3J7JD, NU3J7JE"
11204111,AP_11204111_5357,MA2-58,"NU3K7FC, NU3K7FF, NU3K7FI, NU3K7FL, NU3K7GA, NU3K7GB, NU3K7GD, NU3K7GE, NU3K7GG, NU3K7GH, NU3K7GJ, NU3K7LA"
11204111,AP_11204111_5348,MA2-49,"NU7K2EF, NU7K2EI, NU7K2EL, NU7K2JC, NU7K3AD, NU7K3AG, NU7K3AJ, NU7K3FA"
11204111,AP_11204111_5346,MA2-47,"NV2H8TC, NV2H8TF, NV2H8TI, NV2H8TL, NV2H9KJ, NV2H9KK, NV2H9PA, NV2H9PB, NV2H9PD, NV2H9PE, NV2H9PG, NV2H9PJ"
11204111,AP_11204111_5330,MA2-31,"NV4O3VC, NV4O3VE, NV4O3VF, NV4O3VH, NV4O3VI, NV4O3VK, NV4O3VL, NV4O3WA, NV4O3WD, NV4O3WG, NV4O3WJ, NV4O6BC"
11204111,AP_11204111_5325,MA2-26,"NV7C4QL, NV7C4RJ, NV7C4RK, NV7C4VC, NV7C4VF, NV7C4VI, NV7C4VL, NV7C4WA, NV7C4WB, NV7C4WD, NV7C4WE, NV7C4WG, NV7C4WH, NV7C4WJ"
11204111,AP_11204111_5322,MA2-23,"MV8G3EB, MV8G3EC, MV8G3EE, MV8G3EF, MV8G3EH, MV8G3EI, MV8G3EK, MV8G3EL, MV8G3JC, MV8H1AA, MV8H1AD, MV8H1AE, MV8H1AG"
11204111,AP_11204111_5455,MA3-68,"MS6G1KH, MS6G1KI, MS6G1KJ, MS6G1KK, MS6G1KL, MS6G1LJ, MS6G1PA, MS6G1PB, MS6G1PC, MS6G1PD, MS6G1PE, MS6G1PF, MS6G1PH, MS6G1QA"
11204111,AP_11204111_5453,MA3-66,"MS6G5UF, MS6G5UH, MS6G5UI, MS6G5UK, MS6G5UL, MS6G5VD, MS6G5VG, MS6G5VJ, MS6G8AB, MS6G8AC, MS6G8AE, MS6G8AF, MS6G8BA"
11204111,AP_11204111_5450,MA3-63,"NS8J7VJ, NS8J7VK, NS8N1AC, NS8N1AF, NS8N1AI, NS8N1AL, NS8N1BA, NS8N1BB, NS8N1BD, NS8N1BE, NS8N1BG, NS8N1BH, NS8N1BJ, NS8N1GA"
11204111,AP_11204111_5209,MA3,"LX4F7MH, LX4F7MI, LX4F7MK, LX4F7ML, LX4F7NG, LX4F7NH, LX4F7NJ, LX4F7NK, LX4F7RC"
11204111,AP_11204111_5208,MA2,"LX4E7PC, LX4E7PE, LX4E7PF, LX4E7PH, LX4E7PI, LX4E7PK, LX4E7PL, LX4E7QA, LX4E7QB, LX4E7QD, LX4E7QE, LX4E7QG, LX4E7QH, LX4E7QJ, LX4E7UC"
11204111,AP_11204111_5358,MA2-59,"NU3K8G, NU3K8LA, NU3K8LB"
11204111,AP_11204111_5344,MA2-45,"NV4J6KL, NV4J6LD, NV4J6LE, NV4J6LG, NV4J6LH, NV4J6LI, NV4J6LJ, NV4J6LK, NV4J6LL, NV4J6PC, NV4J6PF, NV4J6QA, NV4J6QB, NV4J6QD, NV4J6QE, NV4J6QG"
11204111,AP_11204111_5337,MA2-38,"NV5I7TB, NV5I7TD, NV5I7TE, NV5I7TF, NV5I7TG, NV5I7TH, NV5I7TI, NV5I7TJ, NV5I7TK"
11204111,AP_11204111_5309,MA2-10,"MV9L1GG, MV9L1GJ, MV9L1GK, MV9L1KB, MV9L1KC, MV9L1KF, MV9L1LA, MV9L1LB, MV9L1LD, MV9L1FH, MV9L1FI, MV9L1FK, MV9L1FL"
11204111,AP_11204111_5306,MA2-7,"MV9I4RE, MV9I4RF, MV9I4RH, MV9I4RI, MV9I4RK, MV9I4RL, MV9I4SG, MV9I4SJ, MV9I4WB, MV9I4WC, MV9I4WE, MV9I4WF"
11204111,AP_11204111_5302,MA2-3,"MV9J9PB, MV9J9PC, MV9J9PE, MV9J9PF, MV9J9PH, MV9J9PI, MV9J9QD, MV9J9QG"
11204111,AP_11204111_5301,MA2-2,"MV9K8PC, MV9K8PF, MV9K8PI, MV9K8PK, MV9K8PL, MV9K8QA, MV9K8QB, MV9K8QD, MV9K8QE, MV9K8QG, MV9K8QH, MV9K8QJ, MV9K8UC, MV9K8VA"
11204111,AP_11204111_5271,MA65,"LW6C4GI"
11204111,AP_11204111_5264,MA58,"MW5F5RL"
11204111,AP_11204111_5257,MA51,"LW7I3II, LW7I3IL, LW7I3JD, LW7I3JE, LW7I3JF, LW7I3JG, LW7I3JH, LW7I3JI, LW7I3JJ, LW7I3JK, LW7I3JL, LW7I3NC, LW7I3NF, LW7I3OA, LW7I3OB, LW7I3OD"
11204111,AP_11204111_5255,MA49,"KW9N2PB, KW9N2PC, KW9N2PE, KW9N2PF, KW9N2PH, KW9N2PI, KW9N2PK, KW9N2PL, KW9N2QG, KW9N2QJ"
11204111,AP_11204111_5248,MA42,"LX1E7YG, LX1E7YH, LX1E7YI, LX1E7YJ, LX1E7YK, LX1E7YL, LX1I1EB, LX1I1EC"
11204111,AP_11204111_5240,MA34,"KX2L5RI, KX2L5RL, KX2L5SG, KX2L5SH, KX2L5SJ, KX2L5SK, KX2L5WB, KX2L5WC, KX2L5WE, KX2L5WF, KX2L5XA, KX2L5XB, KX2L5XD"
11204111,AP_11204111_5233,MA27,"LX1N9BG, LX1N9BH, LX1N9BI, LX1N9BJ, LX1N9BK, LX1N9BL, LX1N9FF, LX1N9GA, LX1N9GB, LX1N9GC, LX1N9GD, LX1N9GE, LX1N9GG, LX1N9GH"
11204111,AP_11204111_5227,MA21,"KX6A2OI, KX6A2OL, KX6A2TC, KX6A3KG, KX6A3KH, KX6A3KJ, KX6A3KK, KX6A3KL, KX6A3PA, KX6A3PB, KX6A3PD"
11204111,AP_11204111_5213,MA7,"KX4F6NL, KX4F6OJ, KX4F6OK, KX4F6SC, KX4F6SF, KX4F6TA, KX4F6TB, KX4F6TD, KX4F6TE"
11204111,AP_11204111_5321,MA2-22,"MV9E1MJ"
11204111,AP_11204111_5320,MA2-21,"NV7E3PG, NV7E3PH, NV7E3PI, NV7E3PJ, NV7E3PK, NV7E3PL, NV7E3UA, NV7E3UB, NV7E3UC, NV7E3UD, NV7E3UE, NV7E3UG, NV7E3UH"
11204111,AP_11204111_5318,MA2-19,"MV8H8EK, MV8H8EL, MV8H8JA, MV8H8JB, MV8H8JC, MV8H8JD, MV8H8JE, MV8H8JF, MV8H8JG, MV8H8JH, MV8H8JK, MV8H9FA"
11204111,AP_11204111_5317,MA2-18,"MV8H7II, MV8H7IK, MV8H7IL, MV8H7JG, MV8H7JJ, MV8H7JK, MV8H7NB, MV8H7NC, MV8H7NF, MV8H7OA, MV8H7OB, MV8H7OD, MV8H7OE"
11204111,AP_11204111_5311,MA2-12,"MV8L1AB, MV8L1AC, MV8L1AD, MV8L1AE, MV8L1AF, MV8L1AG, MV8L1AH, MV8L1AI, MV8L1AK, MV8L1AL, MV8L1BD, MV8L1BG, MV8L1BJ"
11204111,AP_11204111_5297,MA91,"MV9K9VK, MV9K9VL, MV9K9WJ, MV9O3BB, MV9O3BC, MV9O3BE, MV9O3BF, MV9O3BH, MV9O3BI, MV9O3BK, MV9O3BL, MV9O3CA, MV9O3CD, MV9O3CG"
11204111,AP_11204111_5284,MA78,"KW1A8TL, KW1A8YC, KW1A8YF, KW1A9PJ, KW1A9PK, KW1A9UA, KW1A9UB, KW1A9UC, KW1A9UD, KW1A9UE, KW1A9UF"
11204111,AP_11204111_5274,MA68,"MW3O3GD, MW3O3GE, MW3O3GF, MW3O3GG, MW3O3GH, MW3O3GI, MW3O3GJ, MW3O3GK, MW3O3GL"
11204111,AP_11204111_5270,MA64,"LW6B4TC, LW6B4TF, LW6B4TI, LW6B4TK, LW6B4TL, LW6B4YC, LW6B5PA, LW6B5PB, LW6B5PD, LW6B5PE, LW6B5PG, LW6B5PH, LW6B5PJ, LW6B5UA"
11204111,AP_11204111_5262,MA56,"LW8D3KK, LW8D3KL, LW8D3LJ, LW8D3PB, LW8D3PC, LW8D3PE, LW8D3PF, LW8D3PI, LW8D3QA, LW8D3QB, LW8D3QD, LW8D3QE, LW8D3QG"
11204111,AP_11204111_5260,MA54,"LW7B9UB, LW7B9UC, LW7B9UE, LW7B9UF, LW7B9UH, LW7B9UI, LW7B9UK, LW7B9UL, LW7B9VA, LW7B9VD, LW7B9VG, LW7F3AB, LW7F3AC"
11204111,AP_11204111_5256,MA50,"LW7J2PC, LW7J2PE, LW7J2PF, LW7J2PH, LW7J2PI, LW7J2PK, LW7J2PL, LW7J2QA, LW7J2QB, LW7J2QD, LW7J2QE, LW7J2QG, LW7J2QH, LW7J2QJ, LW7J2UC"
11204111,AP_11204111_5250,MA44,"KX3G9KC, KX3G9KE, KX3G9KF, KX3G9KH, KX3G9KI, KX3G9KK, KX3G9KL, KX3G9LA, KX3G9LD, KX3G9LG, KX3G9LJ"
11204111,AP_11204111_5221,MA15,"LX5B8SK, LX5B8SL, LX5B8TJ, LX5B8TK, LX5B8XB, LX5B8XC, LX5B8XF, LX5B8YA, LX5B8YB"
11204111,AP_11204111_5244,MA38,"LX1J5JI, LX1J6AJ, LX1J6FA, LX1J6FD, LX1J6FE, LX1J6FG, LX1J6FH, LX1J5EL, LX1J5JB, LX1J5JC, LX1J5JE, LX1J5JF, LX1J5JH"
11204111,AP_11204111_5238,MA32,"KX3J9AF, KX3J9AI, KX3J9AL, KX3J9BD, KX3J9BE, KX3J9BG, KX3J9BH, KX3J9BJ, KX3J9BK, KX3J9FC, KX3J9FF, KX3J9GA"
11204111,AP_11204111_5236,MA30,"KX3L8MC, KX3L8ME, KX3L8MF, KX3L8MH, KX3L8MI, KX3L8NA, KX3L8ND, KX3L8NG"
11204111,AP_11204111_5422,MA3-35,"NT5P7LB, NT5P7LC, NT5P7LE, NT5P7LF, NT5P7LH, NT5P7LI, NT5P7MA, NT5P7MD, NT5P7MG"
11204111,AP_11204111_5421,MA3-34,"NT5P9LI, NT5P9MD, NT5P9ME, NT5P9MF, NT5P9MG, NT5P9MH, NT5P9MI, NT5P9MJ, NT5P9MK, NT5P9ML, NT5P9QC, NT5P9RA, NT5P9RB, NT5P9RD, NT5P9RE"
11204111,AP_11204111_5265,MA59,"MW6F3AD, MW6F3AE"
11204111,AP_11204111_5252,MA46,"KX3G7EB, KX3G7EC, KX3G7EE, KX3G7EF, KX3G7EH, KX3G7EI, KX3G8AA, KX3G8AD, KX3G8AE, KX3G8AG"
11204111,AP_11204111_5245,MA39,"KX2L1YL, KX2L2UG, KX2L2UH, KX2L2UI, KX2L2UJ, KX2L2UK, KX2L2UL, KX2L4EC, KX2L5AA, KX2L5AB, KX2L5AC, KX2L5AD, KX2L5AE"
11204111,AP_11204111_5419,MA3-32,"NT5P7WG, NT5P7WH, NT5P7WI, NT5P7WJ, NT5P7WK, NT5P7WL, NT8D1CA, NT8D1CB, NT8D1CC, NT8D1CD, NT8D1CE, NT8D1CF, NT8D1CG, NT8D1CH"
11204111,AP_11204111_5413,MA3-26,"NT8H2FC, NT8H2FE, NT8H2FF, NT8H2FH, NT8H2FI, NT8H2FL, NT8H2GA, NT8H2GD, NT8H2GG, NT8H2GJ"
11204111,AP_11204111_5404,MA3-17,"NT8F9OH, NT8F9OI, NT8F9OK, NT8F9OL, NT8F9TB, NT8F9TC, NT8F9TE, NT8F9TF, NT8G7KG, NT8G7KJ, NT8G7PA, NT8G7PD"
11204111,AP_11204111_5387,MA2-88,"NT8L9XB, NT8L9XC, NT8L9XE, NT8L9XF, NT8L9XH, NT8L9XI, NT8L9YA, NT8L9YD, NT8L9YE, NT8L9YG, NT8L9YH"
11204111,AP_11204111_5384,MA2-85,"NT7P2JJ, NT7P2JK, NT7P2NC, NT7P2NF, NT7P2NI, NT7P2NL, NT7P2OA, NT7P2OB, NT7P2OD, NT7P2OE, NT7P2OG, NT7P2OH, NT7P2OJ, NT7P2TA"
11204111,AP_11204111_5375,MA2-76,"NT7O9IE"
11204111,AP_11204111_5364,MA2-65,"NU3C7UE, NU3C7UF, NU3C7UG, NU3C7UH, NU3C7UI, NU3C7UJ, NU3C7UK, NU3C7UL, NU3C7VG, NU3G1AA, NU3G1AB, NU3G1AC, NU3G1AE, NU3G1AF"
11204111,AP_11204111_5331,MA2-32,"NV4N3PE, NV4N3PF, NV4N3PH, NV4N3PI, NV4N3PK, NV4N3PL, NV4N3QD, NV4N3QG, NV4N3QJ, NV4N3UB, NV4N3UC, NV4N3VA"
11204111,AP_11204111_5314,MA2-15,"MV8G7WB, MV8G7WC, MV8G7WE, MV8G7WF, MV8G7WH, MV8G7WI, MV8G7WJ, MV8G7WK, MV8G7WL, MV8G7XA, MV8G7XD, MV8G7XG, MV8K1CB"
11204111,AP_11204111_5313,MA2-14,"MV9G9WF, MV9G9WH, MV9G9WI, MV9G9WK, MV9G9WL, MV9G9XD, MV9G9XG, MV9G9XH, MV9G9XJ, MV9G9XK, MV9K3CB, MV9K3CC"
11204111,AP_11204111_5299,MA93,"NV7I9SH, NV7I9SI, NV7I9SK, NV7I9SL, NV7I9TG, NV7I9TJ, NV7I9XB, NV7I9XC, NV7I9YA"
11204111,AP_11204111_5280,MA74,"MW3G4HK, MW3G4MA, MW3G4MB, MW3G4MC, MW3G4MD, MW3G4ME, MW3G4MF, MW3G4MH"
11204111,AP_11204111_5278,MA72,"MW3L2LJ, MW3L2LK, MW3L2LL, MW3L2QA, MW3L2QB, MW3L2QC, MW3L2QD, MW3L2QE, MW3L2QF, MW3L2QG, MW3L2QH, MW3L2QI"
11204111,AP_11204111_5275,MA69,"MW3L8AF, MW3L8AI, MW3L8BA, MW3L8BB, MW3L8BD, MW3L8BE, MW3L8BF, MW3L8BG, MW3L8BH"
11204111,AP_11204111_5272,MA66,"MW6D1DL, MW6D1EJ, MW6D1EK, MW6D1EL, MW6D1IC, MW6D1IF, MW6D1JA, MW6D1JB, MW6D1JC, MW6D1JD, MW6D1JE, MW6D1JF"
11204111,AP_11204111_5259,MA53,"LW7F3WC, LW7F3WD, LW7F3WE, LW7F3WF, LW7F3WG, LW7F3WH, LW7F3WI, LW7F3WK, LW7F3WL, LW7F3XD, LW7F3XG"
11204111,AP_11204111_5294,MA88,"NV7M7IK, NV7M7IL, NV7M7JJ, NV7M7NB, NV7M7NC, NV7M7NE, NV7M7NF, NV7M7NH, NV7M7NI, NV7M7NK, NV7M7NL, NV7M7OA, NV7M7OD, NV7M7OG"
11204111,AP_11204111_5289,MA83,"KW1A4CI, KW1A4CL, KW1A4DD, KW1A4DE, KW1A4DF, KW1A4DG, KW1A4DH, KW1A4DI, KW1A4DJ, KW1A4DK, KW1A4DL, KW1A4IB"
11204111,AP_11204111_5273,MA67,"MW3O2RE, MW3O2RF, MW3O2RG, MW3O2RH, MW3O2RI, MW3O2RK, MW3O2RL, MW3O2SD, MW3O2SG, MW3O2SJ, MW3O2WA, MW3O2WB, MW3O2WC, MW3O2WD, MW3O2WE, MW3O2WF"
11204111,AP_11204111_5423,MA3-36,"NT5P6QL, NT5P6RJ, NT5P6RK, NT5P6VC, NT5P6WA, NT5P6WB, NT5P6WD, NT5P6WE"
11204111,AP_11204111_5418,MA3-31,"NT9A2NH, NT9A2NI, NT9A2NK, NT9A2NL, NT9A2OG, NT9A2OJ, NT9A2SB, NT9A2SC, NT9A2TA"
11204111,AP_11204111_5414,MA3-27,"NT9A8QJ, NT9A8QK, NT9A8VA, NT9A8VB, NT9A8VC, NT9A8VD, NT9A8VE, NT9A8VF, NT9A8VG, NT9A8VH"
11204111,AP_11204111_5408,MA3-21,"NT7G5FJ, NT7G5FK, NT7G5FL, NT7G5KA, NT7G5KB, NT7G5KC, NT7G5KD, NT7G5KE, NT7G5KF, NT7G5KG, NT7G5KH, NT7G5KI"
11204111,AP_11204111_5396,MA3-9,"NT9I4HF, NT9I4HH, NT9I4HI, NT9I4HK, NT9I4HL, NT9I4ID, NT9I4IG, NT9I4IJ"
11204111,AP_11204111_5388,MA3-1,"NT8I9SA, NT8I9SB, NT8I9SC, NT8I9SD, NT8I9SE, NT8I9SF, NT8I9SG, NT8I9SH, NT8I9SI"
11204111,AP_11204111_5386,MA2-87,"NT9J7YG, NT9J7YH, NT9J7YI, NT9J7YJ, NT9J7YK, NT9J7YL, NT9N1EA, NT9N1EB, NT9N1EC"
11204111,AP_11204111_5381,MA2-82,"NT9M1VH, NT9M1VI, NT9M1VK, NT9M1VL, NT9M1WG, NT9M1WJ, NT9M4BB, NT9M4BC"
11204111,AP_11204111_5431,MA3-44,"NT5G9KE, NT5G9KF, NT5G9KH, NT5G9KI, NT5G9KK, NT5G9KL, NT5G9LD, NT5G9LG, NT5G9LJ, NT5G9PB, NT5G9PC, NT5G9PF"
11204111,AP_11204111_5430,MA3-43,"NT6I1JI, NT6I1JL, NT6I1OC, NT6I2FG, NT6I2FH, NT6I2FJ, NT6I2FK, NT6I2KA, NT6I2KB, NT6I2KD, NT6I2KE"
11204111,AP_11204111_5428,MA3-41,"NT5L5LF, NT5L5LH, NT5L5LI, NT5L5LK, NT5L5LL, NT5L5MD, NT5L5MG, NT5L5MJ, NT5L5QB, NT5L5QC, NT5L5QE, NT5L5QF, NT5L5QI, NT5L5RA"
